___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 173  40  165.00  -11.00        1.0275
 174  40  167.00  -11.00        1.0067
 175  40  169.00  -11.00        0.9588
 176  40  171.00  -11.00        0.8741
 177  40  173.00  -11.00        0.7751
 178  40  175.00  -11.00        0.7296
 179  40  177.00  -11.00        0.7839
 180  40  179.00  -11.00        0.7515
   1  41 -179.00   -9.00        0.3580
   2  41 -177.00   -9.00        0.3008
   3  41 -175.00   -9.00        0.2587
   4  41 -173.00   -9.00        0.2278
   5  41 -171.00   -9.00        0.2031
   6  41 -169.00   -9.00        0.1861
   7  41 -167.00   -9.00        0.1764
   8  41 -165.00   -9.00        0.1659
   9  41 -163.00   -9.00        0.1566
  10  41 -161.00   -9.00        0.1607
  11  41 -159.00   -9.00        0.1645
  12  41 -157.00   -9.00        0.1534
  13  41 -155.00   -9.00        0.1314
  14  41 -153.00   -9.00        0.0944
  15  41 -151.00   -9.00        0.0461
  16  41 -149.00   -9.00       -0.0029
  17  41 -147.00   -9.00       -0.0452
  18  41 -145.00   -9.00       -0.0827
  19  41 -143.00   -9.00       -0.1267
  20  41 -141.00   -9.00       -0.1640
  21  41 -139.00   -9.00       -0.1034
  22  41 -137.00   -9.00       -0.1522
  23  41 -135.00   -9.00       -0.1920
  24  41 -133.00   -9.00       -0.1848
  25  41 -131.00   -9.00       -0.1710
  26  41 -129.00   -9.00       -0.1488
  27  41 -127.00   -9.00       -0.1292
  28  41 -125.00   -9.00       -0.1063
  29  41 -123.00   -9.00       -0.0839
  30  41 -121.00   -9.00       -0.0537
  31  41 -119.00   -9.00       -0.0107
  32  41 -117.00   -9.00        0.0434
  33  41 -115.00   -9.00        0.0989
  34  41 -113.00   -9.00        0.1458
  35  41 -111.00   -9.00        0.1814
  36  41 -109.00   -9.00        0.2039
  37  41 -107.00   -9.00        0.2235
  38  41 -105.00   -9.00        0.2349
  39  41 -103.00   -9.00        0.2423
  40  41 -101.00   -9.00        0.2488
  41  41  -99.00   -9.00        0.2356
  42  41  -97.00   -9.00        0.1861
  43  41  -95.00   -9.00        0.0986
  44  41  -93.00   -9.00       -0.0151
  45  41  -91.00   -9.00       -0.1555
  46  41  -89.00   -9.00       -0.3612
  47  41  -87.00   -9.00       -0.5755
  48  41  -85.00   -9.00       -0.7870
  49  41  -83.00   -9.00       -0.9548
  50  41  -81.00   -9.00       -0.6091
  51  41  -79.00   -9.00       -0.0954
  52  41  -77.00   -9.00        0.2097
  53  41  -75.00   -9.00        0.7222
  54  41  -73.00   -9.00        2.0573
  55  41  -71.00   -9.00        1.7358
  56  41  -69.00   -9.00        0.7814
  57  41  -67.00   -9.00        0.3547
  58  41  -65.00   -9.00        0.2192
  59  41  -63.00   -9.00        0.1959
  60  41  -61.00   -9.00     9999.0000
  61  41  -59.00   -9.00     9999.0000
  62  41  -57.00   -9.00     9999.0000
  63  41  -55.00   -9.00     9999.0000
  64  41  -53.00   -9.00     9999.0000
  65  41  -51.00   -9.00        0.0948
  66  41  -49.00   -9.00        0.0912
  67  41  -47.00   -9.00        0.3222
  68  41  -45.00   -9.00        0.4615
  69  41  -43.00   -9.00       -0.0444
  70  41  -41.00   -9.00       -0.0444
  71  41  -39.00   -9.00        1.1111
  72  41  -37.00   -9.00        1.1111
  73  41  -35.00   -9.00        1.1209
  74  41  -33.00   -9.00        1.0990
  75  41  -31.00   -9.00        1.0595
  76  41  -29.00   -9.00        1.0220
  77  41  -27.00   -9.00        0.9952
  78  41  -25.00   -9.00        0.9772
  79  41  -23.00   -9.00        0.9619
  80  41  -21.00   -9.00        0.9470
  81  41  -19.00   -9.00        0.9344
  82  41  -17.00   -9.00        0.9200
  83  41  -15.00   -9.00        0.9204
  84  41  -13.00   -9.00        0.9360
  85  41  -11.00   -9.00        0.9616
  86  41   -9.00   -9.00        0.9799
  87  41   -7.00   -9.00        0.9882
  88  41   -5.00   -9.00        0.9970
  89  41   -3.00   -9.00        1.0148
  90  41   -1.00   -9.00        1.0349
  91  41    1.00   -9.00        1.0117
  92  41    3.00   -9.00        0.9253
  93  41    5.00   -9.00        0.8174
  94  41    7.00   -9.00        0.7349
  95  41    9.00   -9.00        0.6907
  96  41   11.00   -9.00        0.6720
  97  41   13.00   -9.00        0.6453
  98  41   15.00   -9.00        0.5047
  99  41   17.00   -9.00     9999.0000
 100  41   19.00   -9.00     9999.0000
 101  41   21.00   -9.00     9999.0000
 102  41   23.00   -9.00     9999.0000
 103  41   25.00   -9.00     9999.0000
 104  41   27.00   -9.00     9999.0000
 105  41   29.00   -9.00     9999.0000
 106  41   31.00   -9.00     9999.0000
 107  41   33.00   -9.00     9999.0000
 108  41   35.00   -9.00     9999.0000
 109  41   37.00   -9.00     9999.0000
 110  41   39.00   -9.00        2.1338
 111  41   41.00   -9.00        0.7409
 112  41   43.00   -9.00        0.4718
 113  41   45.00   -9.00        0.5143
 114  41   47.00   -9.00        0.5784
 115  41   49.00   -9.00        0.6406
 116  41   51.00   -9.00        0.6879
 117  41   53.00   -9.00        0.7073
 118  41   55.00   -9.00        0.7004
 119  41   57.00   -9.00        1.0193
 120  41   59.00   -9.00        0.7720
 121  41   61.00   -9.00        0.6525
 122  41   63.00   -9.00        0.6154
 123  41   65.00   -9.00        0.5794
 124  41   67.00   -9.00        0.5538
 125  41   69.00   -9.00        0.5376
 126  41   71.00   -9.00        0.5337
 127  41   73.00   -9.00        0.5544
 128  41   75.00   -9.00        0.5958
 129  41   77.00   -9.00        0.6439
 130  41   79.00   -9.00        0.6891
 131  41   81.00   -9.00        0.7292
 132  41   83.00   -9.00        0.7611
 133  41   85.00   -9.00        0.7805
 134  41   87.00   -9.00        0.7863
 135  41   89.00   -9.00        0.7876
 136  41   91.00   -9.00        0.7949
 137  41   93.00   -9.00        0.8258
 138  41   95.00   -9.00        0.8683
 139  41   97.00   -9.00        0.9018
 140  41   99.00   -9.00        0.9190
 141  41  101.00   -9.00        0.9189
 142  41  103.00   -9.00        0.9064
 143  41  105.00   -9.00        0.8909
 144  41  107.00   -9.00        0.8760
 145  41  109.00   -9.00        0.8515
 146  41  111.00   -9.00        0.8085
 147  41  113.00   -9.00        0.2138
 148  41  115.00   -9.00        0.1580
 149  41  117.00   -9.00        0.0361
 150  41  119.00   -9.00        0.1730
 151  41  121.00   -9.00        0.6502
 152  41  123.00   -9.00        0.4142
 153  41  125.00   -9.00        0.7483
 154  41  127.00   -9.00        0.7931
 155  41  129.00   -9.00        0.8520
 156  41  131.00   -9.00        0.6778
 157  41  133.00   -9.00        0.8778
 158  41  135.00   -9.00        1.0564
 159  41  137.00   -9.00        1.0672
 160  41  139.00   -9.00        1.0396
 161  41  141.00   -9.00        1.0131
 162  41  143.00   -9.00        1.0069
 163  41  145.00   -9.00        1.1422
 164  41  147.00   -9.00        1.0506
 165  41  149.00   -9.00        1.2234
 166  41  151.00   -9.00        1.2811
 167  41  153.00   -9.00        1.2563
 168  41  155.00   -9.00        1.2116
 169  41  157.00   -9.00        1.1575
 170  41  159.00   -9.00        1.0991
 171  41  161.00   -9.00        1.0433
 172  41  163.00   -9.00        0.9876
 173  41  165.00   -9.00        0.9474
 174  41  167.00   -9.00        0.8904
 175  41  169.00   -9.00        0.8079
 176  41  171.00   -9.00        0.7045
 177  41  173.00   -9.00        0.6051
 178  41  175.00   -9.00        0.5279
 179  41  177.00   -9.00        0.5119
 180  41  179.00   -9.00        0.7857
   1  42 -179.00   -7.00        0.2013
   2  42 -177.00   -7.00        0.1602
   3  42 -175.00   -7.00        0.1297
   4  42 -173.00   -7.00        0.1110
   5  42 -171.00   -7.00        0.1006
   6  42 -169.00   -7.00        0.0980
   7  42 -167.00   -7.00        0.0972
   8  42 -165.00   -7.00        0.0849
   9  42 -163.00   -7.00        0.0657
  10  42 -161.00   -7.00        0.0646
  11  42 -159.00   -7.00        0.0680
  12  42 -157.00   -7.00        0.0597
  13  42 -155.00   -7.00        0.0392
  14  42 -153.00   -7.00       -0.0002
  15  42 -151.00   -7.00       -0.0519
  16  42 -149.00   -7.00       -0.1021
  17  42 -147.00   -7.00       -0.1434
  18  42 -145.00   -7.00       -0.1790
  19  42 -143.00   -7.00       -0.2199
  20  42 -141.00   -7.00       -0.2532
  21  42 -139.00   -7.00       -0.2722
  22  42 -137.00   -7.00       -0.2746
  23  42 -135.00   -7.00       -0.2667
  24  42 -133.00   -7.00       -0.2531
  25  42 -131.00   -7.00       -0.2345
  26  42 -129.00   -7.00       -0.2120
  27  42 -127.00   -7.00       -0.1985
  28  42 -125.00   -7.00       -0.1844
  29  42 -123.00   -7.00       -0.1652
  30  42 -121.00   -7.00       -0.1395
  31  42 -119.00   -7.00       -0.1047
  32  42 -117.00   -7.00       -0.0570
  33  42 -115.00   -7.00       -0.0021
  34  42 -113.00   -7.00        0.0489
  35  42 -111.00   -7.00        0.0867
  36  42 -109.00   -7.00        0.1066
  37  42 -107.00   -7.00        0.1201
  38  42 -105.00   -7.00        0.1275
  39  42 -103.00   -7.00        0.1378
  40  42 -101.00   -7.00        0.1526
  41  42  -99.00   -7.00        0.1554
  42  42  -97.00   -7.00        0.1280
  43  42  -95.00   -7.00        0.0639
  44  42  -93.00   -7.00       -0.0305
  45  42  -91.00   -7.00       -0.1550
  46  42  -89.00   -7.00       -0.3411
  47  42  -87.00   -7.00       -0.5339
  48  42  -85.00   -7.00       -0.7200
  49  42  -83.00   -7.00       -0.8645
  50  42  -81.00   -7.00       -0.5635
  51  42  -79.00   -7.00        0.2436
  52  42  -77.00   -7.00        1.0185
  53  42  -75.00   -7.00        1.2216
  54  42  -73.00   -7.00        2.1622
  55  42  -71.00   -7.00        1.5966
  56  42  -69.00   -7.00        0.7271
  57  42  -67.00   -7.00        0.3382
  58  42  -65.00   -7.00        0.4370
  59  42  -63.00   -7.00        0.5987
  60  42  -61.00   -7.00        0.7096
  61  42  -59.00   -7.00        0.2193
  62  42  -57.00   -7.00        0.2193
  63  42  -55.00   -7.00        0.2193
  64  42  -53.00   -7.00     9999.0000
  65  42  -51.00   -7.00        1.3872
  66  42  -49.00   -7.00        1.4987
  67  42  -47.00   -7.00        0.3913
  68  42  -45.00   -7.00       -0.2884
  69  42  -43.00   -7.00       -0.2814
  70  42  -41.00   -7.00        2.1663
  71  42  -39.00   -7.00        2.1663
  72  42  -37.00   -7.00     9999.0000
  73  42  -35.00   -7.00        1.1562
  74  42  -33.00   -7.00        1.1293
  75  42  -31.00   -7.00        1.0876
  76  42  -29.00   -7.00        1.0532
  77  42  -27.00   -7.00        1.0343
  78  42  -25.00   -7.00        1.0246
  79  42  -23.00   -7.00        1.0148
  80  42  -21.00   -7.00        1.0038
  81  42  -19.00   -7.00        0.9952
  82  42  -17.00   -7.00        0.9897
  83  42  -15.00   -7.00        0.9966
  84  42  -13.00   -7.00        1.0168
  85  42  -11.00   -7.00        1.0441
  86  42   -9.00   -7.00        1.0600
  87  42   -7.00   -7.00        1.0608
  88  42   -5.00   -7.00        1.0591
  89  42   -3.00   -7.00        1.0699
  90  42   -1.00   -7.00        1.0917
  91  42    1.00   -7.00        1.0893
  92  42    3.00   -7.00        1.0347
  93  42    5.00   -7.00        0.9614
  94  42    7.00   -7.00        0.9069
  95  42    9.00   -7.00        0.8806
  96  42   11.00   -7.00        0.4751
  97  42   13.00   -7.00       -0.0141
  98  42   15.00   -7.00        1.2090
  99  42   17.00   -7.00        1.5077
 100  42   19.00   -7.00     9999.0000
 101  42   21.00   -7.00     9999.0000
 102  42   23.00   -7.00     9999.0000
 103  42   25.00   -7.00     9999.0000
 104  42   27.00   -7.00     9999.0000
 105  42   29.00   -7.00     9999.0000
 106  42   31.00   -7.00     9999.0000
 107  42   33.00   -7.00     9999.0000
 108  42   35.00   -7.00     9999.0000
 109  42   37.00   -7.00        2.0814
 110  42   39.00   -7.00        2.0675
 111  42   41.00   -7.00        0.8895
 112  42   43.00   -7.00        0.5015
 113  42   45.00   -7.00        0.5269
 114  42   47.00   -7.00        0.5699
 115  42   49.00   -7.00        0.6124
 116  42   51.00   -7.00        0.6399
 117  42   53.00   -7.00        0.6448
 118  42   55.00   -7.00        0.6372
 119  42   57.00   -7.00        0.6393
 120  42   59.00   -7.00        0.6411
 121  42   61.00   -7.00        0.6343
 122  42   63.00   -7.00        0.6179
 123  42   65.00   -7.00        0.5998
 124  42   67.00   -7.00        0.5878
 125  42   69.00   -7.00        0.5833
 126  42   71.00   -7.00        0.5901
 127  42   73.00   -7.00        0.6194
 128  42   75.00   -7.00        0.6600
 129  42   77.00   -7.00        0.7012
 130  42   79.00   -7.00        0.7381
 131  42   81.00   -7.00        0.7728
 132  42   83.00   -7.00        0.8052
 133  42   85.00   -7.00        0.8319
 134  42   87.00   -7.00        0.8504
 135  42   89.00   -7.00        0.8666
 136  42   91.00   -7.00        0.8839
 137  42   93.00   -7.00        0.9112
 138  42   95.00   -7.00        0.9491
 139  42   97.00   -7.00        0.9791
 140  42   99.00   -7.00        0.9968
 141  42  101.00   -7.00        0.9998
 142  42  103.00   -7.00        0.9517
 143  42  105.00   -7.00        0.8613
 144  42  107.00   -7.00        1.1235
 145  42  109.00   -7.00        0.8678
 146  42  111.00   -7.00        0.8166
 147  42  113.00   -7.00        0.2608
 148  42  115.00   -7.00        0.2089
 149  42  117.00   -7.00        0.1089
 150  42  119.00   -7.00        0.2356
 151  42  121.00   -7.00        0.6715
 152  42  123.00   -7.00        0.4970
 153  42  125.00   -7.00        0.8082
 154  42  127.00   -7.00        0.8477
 155  42  129.00   -7.00        0.9043
 156  42  131.00   -7.00        0.7658
 157  42  133.00   -7.00        0.9682
 158  42  135.00   -7.00        1.1427
 159  42  137.00   -7.00        1.1609
 160  42  139.00   -7.00        1.1362
 161  42  141.00   -7.00        1.0529
 162  42  143.00   -7.00     9999.0000
 163  42  145.00   -7.00        1.1699
 164  42  147.00   -7.00        1.1275
 165  42  149.00   -7.00        1.2718
 166  42  151.00   -7.00        1.3056
 167  42  153.00   -7.00        1.2638
 168  42  155.00   -7.00        1.1989
 169  42  157.00   -7.00        1.1224
 170  42  159.00   -7.00        1.0440
 171  42  161.00   -7.00        0.9704
 172  42  163.00   -7.00        0.8881
 173  42  165.00   -7.00        0.8199
 174  42  167.00   -7.00        0.7236
 175  42  169.00   -7.00        0.6115
 176  42  171.00   -7.00        0.4982
 177  42  173.00   -7.00        0.4033
 178  42  175.00   -7.00        0.3349
 179  42  177.00   -7.00        0.3123
 180  42  179.00   -7.00        0.4882
   1  43 -179.00   -5.00       -0.0118
   2  43 -177.00   -5.00       -0.0366
   3  43 -175.00   -5.00       -0.0545
   4  43 -173.00   -5.00       -0.0556
   5  43 -171.00   -5.00       -0.0409
   6  43 -169.00   -5.00       -0.0192
   7  43 -167.00   -5.00       -0.0059
   8  43 -165.00   -5.00       -0.0161
   9  43 -163.00   -5.00       -0.0434
  10  43 -161.00   -5.00       -0.0569
  11  43 -159.00   -5.00       -0.0629
  12  43 -157.00   -5.00       -0.0759
  13  43 -155.00   -5.00       -0.1009
  14  43 -153.00   -5.00       -0.1451
  15  43 -151.00   -5.00       -0.2001
  16  43 -149.00   -5.00       -0.2506
  17  43 -147.00   -5.00       -0.2910
  18  43 -145.00   -5.00       -0.3250
  19  43 -143.00   -5.00       -0.3660
  20  43 -141.00   -5.00       -0.3985
  21  43 -139.00   -5.00       -0.4159
  22  43 -137.00   -5.00       -0.4161
  23  43 -135.00   -5.00       -0.4059
  24  43 -133.00   -5.00       -0.3935
  25  43 -131.00   -5.00       -0.3814
  26  43 -129.00   -5.00       -0.3685
  27  43 -127.00   -5.00       -0.3633
  28  43 -125.00   -5.00       -0.3574
  29  43 -123.00   -5.00       -0.3413
  30  43 -121.00   -5.00       -0.3180
  31  43 -119.00   -5.00       -0.2898
  32  43 -117.00   -5.00       -0.2499
  33  43 -115.00   -5.00       -0.1988
  34  43 -113.00   -5.00       -0.1468
  35  43 -111.00   -5.00       -0.1071
  36  43 -109.00   -5.00       -0.0858
  37  43 -107.00   -5.00       -0.0711
  38  43 -105.00   -5.00       -0.0602
  39  43 -103.00   -5.00       -0.0427
  40  43 -101.00   -5.00       -0.0210
  41  43  -99.00   -5.00       -0.0103
  42  43  -97.00   -5.00       -0.0201
  43  43  -95.00   -5.00       -0.0520
  44  43  -93.00   -5.00       -0.1057
  45  43  -91.00   -5.00       -0.1866
  46  43  -89.00   -5.00       -0.3215
  47  43  -87.00   -5.00       -0.4671
  48  43  -85.00   -5.00       -0.6019
  49  43  -83.00   -5.00       -0.6968
  50  43  -81.00   -5.00       -0.7270
  51  43  -79.00   -5.00       -0.1318
  52  43  -77.00   -5.00        1.0131
  53  43  -75.00   -5.00        1.5895
  54  43  -73.00   -5.00        2.2695
  55  43  -71.00   -5.00        0.5919
  56  43  -69.00   -5.00        0.5919
  57  43  -67.00   -5.00        0.3597
  58  43  -65.00   -5.00        0.5988
  59  43  -63.00   -5.00        0.7589
  60  43  -61.00   -5.00        0.7096
  61  43  -59.00   -5.00        0.2587
  62  43  -57.00   -5.00        0.2551
  63  43  -55.00   -5.00        0.2193
  64  43  -53.00   -5.00     9999.0000
  65  43  -51.00   -5.00        1.3872
  66  43  -49.00   -5.00        1.4955
  67  43  -47.00   -5.00        0.6443
  68  43  -45.00   -5.00       -0.0470
  69  43  -43.00   -5.00       -0.2814
  70  43  -41.00   -5.00        2.1595
  71  43  -39.00   -5.00        2.1232
  72  43  -37.00   -5.00        1.2623
  73  43  -35.00   -5.00        1.2028
  74  43  -33.00   -5.00        0.9943
  75  43  -31.00   -5.00        1.0784
  76  43  -29.00   -5.00        1.0979
  77  43  -27.00   -5.00        1.0842
  78  43  -25.00   -5.00        1.0818
  79  43  -23.00   -5.00        1.0811
  80  43  -21.00   -5.00        1.0767
  81  43  -19.00   -5.00        1.0708
  82  43  -17.00   -5.00        1.0678
  83  43  -15.00   -5.00        1.0725
  84  43  -13.00   -5.00        1.0876
  85  43  -11.00   -5.00        1.1070
  86  43   -9.00   -5.00        1.1147
  87  43   -7.00   -5.00        1.1086
  88  43   -5.00   -5.00        1.1028
  89  43   -3.00   -5.00        1.1143
  90  43   -1.00   -5.00        1.1441
  91  43    1.00   -5.00        1.1670
  92  43    3.00   -5.00        1.1476
  93  43    5.00   -5.00        1.1077
  94  43    7.00   -5.00        1.0741
  95  43    9.00   -5.00        0.7489
  96  43   11.00   -5.00       -0.0434
  97  43   13.00   -5.00       -0.3556
  98  43   15.00   -5.00        1.1453
  99  43   17.00   -5.00        1.4147
 100  43   19.00   -5.00     9999.0000
 101  43   21.00   -5.00     9999.0000
 102  43   23.00   -5.00     9999.0000
 103  43   25.00   -5.00     9999.0000
 104  43   27.00   -5.00     9999.0000
 105  43   29.00   -5.00     9999.0000
 106  43   31.00   -5.00     9999.0000
 107  43   33.00   -5.00     9999.0000
 108  43   35.00   -5.00     9999.0000
 109  43   37.00   -5.00        2.4020
 110  43   39.00   -5.00        1.9666
 111  43   41.00   -5.00        0.8801
 112  43   43.00   -5.00        0.5413
 113  43   45.00   -5.00        0.5556
 114  43   47.00   -5.00        0.5802
 115  43   49.00   -5.00        0.6031
 116  43   51.00   -5.00        0.6112
 117  43   53.00   -5.00        0.6022
 118  43   55.00   -5.00        0.5936
 119  43   57.00   -5.00        0.5983
 120  43   59.00   -5.00        0.6067
 121  43   61.00   -5.00        0.6126
 122  43   63.00   -5.00        0.6127
 123  43   65.00   -5.00        0.6102
 124  43   67.00   -5.00        0.6098
 125  43   69.00   -5.00        0.6149
 126  43   71.00   -5.00        0.6297
 127  43   73.00   -5.00        0.6624
 128  43   75.00   -5.00        0.6981
 129  43   77.00   -5.00        0.7324
 130  43   79.00   -5.00        0.7640
 131  43   81.00   -5.00        0.7945
 132  43   83.00   -5.00        0.8233
 133  43   85.00   -5.00        0.8475
 134  43   87.00   -5.00        0.8659
 135  43   89.00   -5.00        0.8834
 136  43   91.00   -5.00        0.8962
 137  43   93.00   -5.00        0.9123
 138  43   95.00   -5.00        0.9418
 139  43   97.00   -5.00        0.9689
 140  43   99.00   -5.00        0.9902
 141  43  101.00   -5.00        1.1511
 142  43  103.00   -5.00        1.2230
 143  43  105.00   -5.00        0.7544
 144  43  107.00   -5.00        1.2320
 145  43  109.00   -5.00        0.8576
 146  43  111.00   -5.00        0.8128
 147  43  113.00   -5.00        0.7515
 148  43  115.00   -5.00        0.6105
 149  43  117.00   -5.00        0.6483
 150  43  119.00   -5.00        0.7635
 151  43  121.00   -5.00        0.7690
 152  43  123.00   -5.00        0.7823
 153  43  125.00   -5.00        0.8943
 154  43  127.00   -5.00        0.9292
 155  43  129.00   -5.00        0.9370
 156  43  131.00   -5.00        1.0620
 157  43  133.00   -5.00        1.1322
 158  43  135.00   -5.00        1.1973
 159  43  137.00   -5.00        1.2339
 160  43  139.00   -5.00        1.2077
 161  43  141.00   -5.00     9999.0000
 162  43  143.00   -5.00     9999.0000
 163  43  145.00   -5.00        1.3758
 164  43  147.00   -5.00        1.3421
 165  43  149.00   -5.00        1.3177
 166  43  151.00   -5.00        1.2778
 167  43  153.00   -5.00        1.2109
 168  43  155.00   -5.00        1.1205
 169  43  157.00   -5.00        1.0209
 170  43  159.00   -5.00        0.9217
 171  43  161.00   -5.00        0.8244
 172  43  163.00   -5.00        0.7082
 173  43  165.00   -5.00        0.6079
 174  43  167.00   -5.00        0.4766
 175  43  169.00   -5.00        0.3439
 176  43  171.00   -5.00        0.2273
 177  43  173.00   -5.00        0.1379
 178  43  175.00   -5.00        0.0765
 179  43  177.00   -5.00        0.0339
 180  43  179.00   -5.00        0.0107
   1  44 -179.00   -3.00       -0.2692
   2  44 -177.00   -3.00       -0.2762
   3  44 -175.00   -3.00       -0.2726
   4  44 -173.00   -3.00       -0.2500
   5  44 -171.00   -3.00       -0.2081
   6  44 -169.00   -3.00       -0.1611
   7  44 -167.00   -3.00       -0.1316
   8  44 -165.00   -3.00       -0.1360
   9  44 -163.00   -3.00       -0.1669
  10  44 -161.00   -3.00       -0.2007
  11  44 -159.00   -3.00       -0.2286
  12  44 -157.00   -3.00       -0.2579
  13  44 -155.00   -3.00       -0.2946
  14  44 -153.00   -3.00       -0.3478
  15  44 -151.00   -3.00       -0.4094
  16  44 -149.00   -3.00       -0.4649
  17  44 -147.00   -3.00       -0.5097
  18  44 -145.00   -3.00       -0.5500
  19  44 -143.00   -3.00       -0.5992
  20  44 -141.00   -3.00       -0.6354
  21  44 -139.00   -3.00       -0.6529
  22  44 -137.00   -3.00       -0.6520
  23  44 -135.00   -3.00       -0.6406
  24  44 -133.00   -3.00       -0.6304
  25  44 -131.00   -3.00       -0.6263
  26  44 -129.00   -3.00       -0.6222
  27  44 -127.00   -3.00       -0.6172
  28  44 -125.00   -3.00       -0.6038
  29  44 -123.00   -3.00       -0.5797
  30  44 -121.00   -3.00       -0.5514
  31  44 -119.00   -3.00       -0.5228
  32  44 -117.00   -3.00       -0.4863
  33  44 -115.00   -3.00       -0.4394
  34  44 -113.00   -3.00       -0.3903
  35  44 -111.00   -3.00       -0.3520
  36  44 -109.00   -3.00       -0.3280
  37  44 -107.00   -3.00       -0.3046
  38  44 -105.00   -3.00       -0.2802
  39  44 -103.00   -3.00       -0.2483
  40  44 -101.00   -3.00       -0.2177
  41  44  -99.00   -3.00       -0.1968
  42  44  -97.00   -3.00       -0.1864
  43  44  -95.00   -3.00       -0.1823
  44  44  -93.00   -3.00       -0.1834
  45  44  -91.00   -3.00       -0.2004
  46  44  -89.00   -3.00       -0.2498
  47  44  -87.00   -3.00       -0.3374
  48  44  -85.00   -3.00       -0.4105
  49  44  -83.00   -3.00       -0.4402
  50  44  -81.00   -3.00       -0.2532
  51  44  -79.00   -3.00       -0.0266
  52  44  -77.00   -3.00        0.5139
  53  44  -75.00   -3.00        2.2150
  54  44  -73.00   -3.00        2.2150
  55  44  -71.00   -3.00        0.5919
  56  44  -69.00   -3.00        0.5919
  57  44  -67.00   -3.00        0.5919
  58  44  -65.00   -3.00        0.9908
  59  44  -63.00   -3.00        0.9908
  60  44  -61.00   -3.00        0.9908
  61  44  -59.00   -3.00        0.3528
  62  44  -57.00   -3.00        0.3528
  63  44  -55.00   -3.00     9999.0000
  64  44  -53.00   -3.00     9999.0000
  65  44  -51.00   -3.00        1.1816
  66  44  -49.00   -3.00        1.4678
  67  44  -47.00   -3.00        1.2628
  68  44  -45.00   -3.00        1.1344
  69  44  -43.00   -3.00        1.2848
  70  44  -41.00   -3.00        1.7941
  71  44  -39.00   -3.00        1.9217
  72  44  -37.00   -3.00        1.2608
  73  44  -35.00   -3.00        1.2354
  74  44  -33.00   -3.00        0.7012
  75  44  -31.00   -3.00        1.0326
  76  44  -29.00   -3.00        1.1565
  77  44  -27.00   -3.00        1.1509
  78  44  -25.00   -3.00        1.1574
  79  44  -23.00   -3.00        1.1658
  80  44  -21.00   -3.00        1.1662
  81  44  -19.00   -3.00        1.1608
  82  44  -17.00   -3.00        1.1508
  83  44  -15.00   -3.00        1.1454
  84  44  -13.00   -3.00        1.1447
  85  44  -11.00   -3.00        1.1459
  86  44   -9.00   -3.00        1.1421
  87  44   -7.00   -3.00        1.1365
  88  44   -5.00   -3.00        1.1409
  89  44   -3.00   -3.00        1.1664
  90  44   -1.00   -3.00        1.2108
  91  44    1.00   -3.00        1.2551
  92  44    3.00   -3.00        1.2616
  93  44    5.00   -3.00        1.2446
  94  44    7.00   -3.00        1.2254
  95  44    9.00   -3.00        0.2690
  96  44   11.00   -3.00       -0.2190
  97  44   13.00   -3.00        0.6483
  98  44   15.00   -3.00        0.9810
  99  44   17.00   -3.00        1.2143
 100  44   19.00   -3.00     9999.0000
 101  44   21.00   -3.00     9999.0000
 102  44   23.00   -3.00     9999.0000
 103  44   25.00   -3.00     9999.0000
 104  44   27.00   -3.00     9999.0000
 105  44   29.00   -3.00     9999.0000
 106  44   31.00   -3.00     9999.0000
 107  44   33.00   -3.00        2.1542
 108  44   35.00   -3.00        2.1542
 109  44   37.00   -3.00        3.1431
 110  44   39.00   -3.00        1.9800
 111  44   41.00   -3.00        1.0815
 112  44   43.00   -3.00        0.6739
 113  44   45.00   -3.00        0.5859
 114  44   47.00   -3.00        0.6036
 115  44   49.00   -3.00        0.6162
 116  44   51.00   -3.00        0.6137
 117  44   53.00   -3.00        0.5974
 118  44   55.00   -3.00        0.5864
 119  44   57.00   -3.00        0.5890
 120  44   59.00   -3.00        0.5982
 121  44   61.00   -3.00        0.6084
 122  44   63.00   -3.00        0.6183
 123  44   65.00   -3.00        0.6270
 124  44   67.00   -3.00        0.6346
 125  44   69.00   -3.00        0.6442
 126  44   71.00   -3.00        0.6595
 127  44   73.00   -3.00        0.6851
 128  44   75.00   -3.00        0.7095
 129  44   77.00   -3.00        0.7346
 130  44   79.00   -3.00        0.7588
 131  44   81.00   -3.00        0.7834
 132  44   83.00   -3.00        0.8049
 133  44   85.00   -3.00        0.8190
 134  44   87.00   -3.00        0.8273
 135  44   89.00   -3.00        0.8346
 136  44   91.00   -3.00        0.8400
 137  44   93.00   -3.00        0.8530
 138  44   95.00   -3.00        0.8839
 139  44   97.00   -3.00        0.9181
 140  44   99.00   -3.00        0.9692
 141  44  101.00   -3.00        1.4457
 142  44  103.00   -3.00        1.8446
 143  44  105.00   -3.00        0.8510
 144  44  107.00   -3.00        0.9198
 145  44  109.00   -3.00        0.8810
 146  44  111.00   -3.00        0.9512
 147  44  113.00   -3.00        0.7972
 148  44  115.00   -3.00        0.3625
 149  44  117.00   -3.00        0.5119
 150  44  119.00   -3.00        0.8162
 151  44  121.00   -3.00        0.7392
 152  44  123.00   -3.00        0.6242
 153  44  125.00   -3.00        0.9781
 154  44  127.00   -3.00        1.0139
 155  44  129.00   -3.00        0.9342
