_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  22  43 -137.00   -5.00        0.0732
  23  43 -135.00   -5.00        0.0743
  24  43 -133.00   -5.00        0.0769
  25  43 -131.00   -5.00        0.0818
  26  43 -129.00   -5.00        0.0873
  27  43 -127.00   -5.00        0.0839
  28  43 -125.00   -5.00        0.0707
  29  43 -123.00   -5.00        0.0607
  30  43 -121.00   -5.00        0.0567
  31  43 -119.00   -5.00        0.0599
  32  43 -117.00   -5.00        0.0745
  33  43 -115.00   -5.00        0.0993
  34  43 -113.00   -5.00        0.1268
  35  43 -111.00   -5.00        0.1473
  36  43 -109.00   -5.00        0.1549
  37  43 -107.00   -5.00        0.1560
  38  43 -105.00   -5.00        0.1610
  39  43 -103.00   -5.00        0.1814
  40  43 -101.00   -5.00        0.2087
  41  43  -99.00   -5.00        0.2169
  42  43  -97.00   -5.00        0.1959
  43  43  -95.00   -5.00        0.1554
  44  43  -93.00   -5.00        0.1138
  45  43  -91.00   -5.00        0.0842
  46  43  -89.00   -5.00        0.0926
  47  43  -87.00   -5.00        0.1540
  48  43  -85.00   -5.00        0.2529
  49  43  -83.00   -5.00        0.3563
  50  43  -81.00   -5.00        0.4665
  51  43  -79.00   -5.00        0.7108
  52  43  -77.00   -5.00        1.0194
  53  43  -75.00   -5.00        1.0581
  54  43  -73.00   -5.00        1.0846
  55  43  -71.00   -5.00        1.0377
  56  43  -69.00   -5.00        0.9285
  57  43  -67.00   -5.00        0.8423
  58  43  -65.00   -5.00        0.8169
  59  43  -63.00   -5.00        0.8933
  60  43  -61.00   -5.00        1.0617
  61  43  -59.00   -5.00        1.2431
  62  43  -57.00   -5.00        1.3335
  63  43  -55.00   -5.00        1.3333
  64  43  -53.00   -5.00        1.2377
  65  43  -51.00   -5.00        1.1263
  66  43  -49.00   -5.00        1.0287
  67  43  -47.00   -5.00        0.9544
  68  43  -45.00   -5.00        0.9276
  69  43  -43.00   -5.00        0.9308
  70  43  -41.00   -5.00        0.9334
  71  43  -39.00   -5.00        0.9157
  72  43  -37.00   -5.00        0.7951
  73  43  -35.00   -5.00        0.7514
  74  43  -33.00   -5.00        0.5938
  75  43  -31.00   -5.00        0.5706
  76  43  -29.00   -5.00        0.5810
  77  43  -27.00   -5.00        0.6174
  78  43  -25.00   -5.00        0.6773
  79  43  -23.00   -5.00        0.7489
  80  43  -21.00   -5.00        0.8252
  81  43  -19.00   -5.00        0.9022
  82  43  -17.00   -5.00        0.9913
  83  43  -15.00   -5.00        1.0711
  84  43  -13.00   -5.00        1.1543
  85  43  -11.00   -5.00        1.2388
  86  43   -9.00   -5.00        1.3115
  87  43   -7.00   -5.00        1.3670
  88  43   -5.00   -5.00        1.4141
  89  43   -3.00   -5.00        1.4687
  90  43   -1.00   -5.00        1.5376
  91  43    1.00   -5.00        1.6384
  92  43    3.00   -5.00        1.7412
  93  43    5.00   -5.00        1.8778
  94  43    7.00   -5.00        2.0892
  95  43    9.00   -5.00        2.3016
  96  43   11.00   -5.00        2.2736
  97  43   13.00   -5.00        2.0388
  98  43   15.00   -5.00        2.0213
  99  43   17.00   -5.00        1.9975
 100  43   19.00   -5.00        1.9837
 101  43   21.00   -5.00        1.9758
 102  43   23.00   -5.00        1.9037
 103  43   25.00   -5.00        1.7512
 104  43   27.00   -5.00        1.4955
 105  43   29.00   -5.00        1.2412
 106  43   31.00   -5.00        1.0925
 107  43   33.00   -5.00        1.0189
 108  43   35.00   -5.00        0.9671
 109  43   37.00   -5.00        0.9509
 110  43   39.00   -5.00        0.9821
 111  43   41.00   -5.00        0.3749
 112  43   43.00   -5.00        0.1816
 113  43   45.00   -5.00        0.2128
 114  43   47.00   -5.00        0.2684
 115  43   49.00   -5.00        0.3402
 116  43   51.00   -5.00        0.4049
 117  43   53.00   -5.00        0.4273
 118  43   55.00   -5.00        0.4097
 119  43   57.00   -5.00        0.4111
 120  43   59.00   -5.00        0.4616
 121  43   61.00   -5.00        0.5548
 122  43   63.00   -5.00        0.6716
 123  43   65.00   -5.00        0.7741
 124  43   67.00   -5.00        0.8301
 125  43   69.00   -5.00        0.8368
 126  43   71.00   -5.00        0.8074
 127  43   73.00   -5.00        0.7826
 128  43   75.00   -5.00        0.8003
 129  43   77.00   -5.00        0.8423
 130  43   79.00   -5.00        0.8886
 131  43   81.00   -5.00        0.9262
 132  43   83.00   -5.00        0.9471
 133  43   85.00   -5.00        0.9489
 134  43   87.00   -5.00        0.9370
 135  43   89.00   -5.00        0.9297
 136  43   91.00   -5.00        0.9314
 137  43   93.00   -5.00        0.9397
 138  43   95.00   -5.00        0.9525
 139  43   97.00   -5.00        0.9583
 140  43   99.00   -5.00        0.9586
 141  43  101.00   -5.00        0.9924
 142  43  103.00   -5.00        1.1243
 143  43  105.00   -5.00        1.3343
 144  43  107.00   -5.00        1.2496
 145  43  109.00   -5.00        0.7719
 146  43  111.00   -5.00        0.8985
 147  43  113.00   -5.00        0.7298
 148  43  115.00   -5.00        0.7864
 149  43  117.00   -5.00        0.7054
 150  43  119.00   -5.00        0.6280
 151  43  121.00   -5.00        0.7402
 152  43  123.00   -5.00        0.6749
 153  43  125.00   -5.00        0.4781
 154  43  127.00   -5.00        0.5021
 155  43  129.00   -5.00        0.6435
 156  43  131.00   -5.00        0.6812
 157  43  133.00   -5.00        0.7101
 158  43  135.00   -5.00        0.7378
 159  43  137.00   -5.00        0.7518
 160  43  139.00   -5.00        0.8960
 161  43  141.00   -5.00        1.3301
 162  43  143.00   -5.00        1.3472
 163  43  145.00   -5.00        1.1635
 164  43  147.00   -5.00        0.7326
 165  43  149.00   -5.00        0.6850
 166  43  151.00   -5.00        0.6876
 167  43  153.00   -5.00        0.7098
 168  43  155.00   -5.00        0.7307
 169  43  157.00   -5.00        0.7234
 170  43  159.00   -5.00        0.7132
 171  43  161.00   -5.00        0.7084
 172  43  163.00   -5.00        0.7050
 173  43  165.00   -5.00        0.7079
 174  43  167.00   -5.00        0.6780
 175  43  169.00   -5.00        0.6397
 176  43  171.00   -5.00        0.6108
 177  43  173.00   -5.00        0.5897
 178  43  175.00   -5.00        0.6363
 179  43  177.00   -5.00        0.7827
 180  43  179.00   -5.00        0.5086
   1  44 -179.00   -3.00        0.4253
   2  44 -177.00   -3.00        0.3911
   3  44 -175.00   -3.00        0.3553
   4  44 -173.00   -3.00        0.3236
   5  44 -171.00   -3.00        0.2940
   6  44 -169.00   -3.00        0.2648
   7  44 -167.00   -3.00        0.2364
   8  44 -165.00   -3.00        0.2113
   9  44 -163.00   -3.00        0.1959
  10  44 -161.00   -3.00        0.1866
  11  44 -159.00   -3.00        0.1788
  12  44 -157.00   -3.00        0.1727
  13  44 -155.00   -3.00        0.1684
  14  44 -153.00   -3.00        0.1592
  15  44 -151.00   -3.00        0.1428
  16  44 -149.00   -3.00        0.1235
  17  44 -147.00   -3.00        0.1084
  18  44 -145.00   -3.00        0.0993
  19  44 -143.00   -3.00        0.0964
  20  44 -141.00   -3.00        0.0975
  21  44 -139.00   -3.00        0.1004
  22  44 -137.00   -3.00        0.1036
  23  44 -135.00   -3.00        0.1076
  24  44 -133.00   -3.00        0.1123
  25  44 -131.00   -3.00        0.1179
  26  44 -129.00   -3.00        0.1250
  27  44 -127.00   -3.00        0.1274
  28  44 -125.00   -3.00        0.1182
  29  44 -123.00   -3.00        0.1088
  30  44 -121.00   -3.00        0.1063
  31  44 -119.00   -3.00        0.1138
  32  44 -117.00   -3.00        0.1372
  33  44 -115.00   -3.00        0.1751
  34  44 -113.00   -3.00        0.2180
  35  44 -111.00   -3.00        0.2536
  36  44 -109.00   -3.00        0.2768
  37  44 -107.00   -3.00        0.2982
  38  44 -105.00   -3.00        0.3226
  39  44 -103.00   -3.00        0.3558
  40  44 -101.00   -3.00        0.3827
  41  44  -99.00   -3.00        0.3845
  42  44  -97.00   -3.00        0.3627
  43  44  -95.00   -3.00        0.3352
  44  44  -93.00   -3.00        0.3214
  45  44  -91.00   -3.00        0.3298
  46  44  -89.00   -3.00        0.3780
  47  44  -87.00   -3.00        0.4585
  48  44  -85.00   -3.00        0.5355
  49  44  -83.00   -3.00        0.5800
  50  44  -81.00   -3.00        0.7406
  51  44  -79.00   -3.00        0.9221
  52  44  -77.00   -3.00        0.9948
  53  44  -75.00   -3.00        1.0457
  54  44  -73.00   -3.00        1.0828
  55  44  -71.00   -3.00        1.1245
  56  44  -69.00   -3.00        1.1127
  57  44  -67.00   -3.00        1.0947
  58  44  -65.00   -3.00        1.0736
  59  44  -63.00   -3.00        1.1139
  60  44  -61.00   -3.00        1.2231
  61  44  -59.00   -3.00        1.3266
  62  44  -57.00   -3.00        1.3350
  63  44  -55.00   -3.00        1.3048
  64  44  -53.00   -3.00        1.2135
  65  44  -51.00   -3.00        1.1060
  66  44  -49.00   -3.00        0.9952
  67  44  -47.00   -3.00        0.9264
  68  44  -45.00   -3.00        0.8646
  69  44  -43.00   -3.00        0.8291
  70  44  -41.00   -3.00        0.8449
  71  44  -39.00   -3.00        0.8353
  72  44  -37.00   -3.00        0.5792
  73  44  -35.00   -3.00        0.6134
  74  44  -33.00   -3.00        0.6474
  75  44  -31.00   -3.00        0.6836
  76  44  -29.00   -3.00        0.7231
  77  44  -27.00   -3.00        0.7850
  78  44  -25.00   -3.00        0.8711
  79  44  -23.00   -3.00        0.9699
  80  44  -21.00   -3.00        1.0727
  81  44  -19.00   -3.00        1.1743
  82  44  -17.00   -3.00        1.2903
  83  44  -15.00   -3.00        1.3951
  84  44  -13.00   -3.00        1.4992
  85  44  -11.00   -3.00        1.5954
  86  44   -9.00   -3.00        1.6642
  87  44   -7.00   -3.00        1.6982
  88  44   -5.00   -3.00        1.7093
  89  44   -3.00   -3.00        1.7209
  90  44   -1.00   -3.00        1.7492
  91  44    1.00   -3.00        1.8167
  92  44    3.00   -3.00        1.8980
  93  44    5.00   -3.00        2.0082
  94  44    7.00   -3.00        2.1692
  95  44    9.00   -3.00        2.1242
  96  44   11.00   -3.00        1.9963
  97  44   13.00   -3.00        1.9782
  98  44   15.00   -3.00        1.9495
  99  44   17.00   -3.00        1.9221
 100  44   19.00   -3.00        1.8928
 101  44   21.00   -3.00        1.8449
 102  44   23.00   -3.00        1.6740
 103  44   25.00   -3.00        1.4170
 104  44   27.00   -3.00        1.1679
 105  44   29.00   -3.00        1.0130
 106  44   31.00   -3.00        0.9620
 107  44   33.00   -3.00        0.9446
 108  44   35.00   -3.00        0.9420
 109  44   37.00   -3.00        0.9927
 110  44   39.00   -3.00        1.0505
 111  44   41.00   -3.00        0.4918
 112  44   43.00   -3.00        0.2170
 113  44   45.00   -3.00        0.1854
 114  44   47.00   -3.00        0.2347
 115  44   49.00   -3.00        0.3071
 116  44   51.00   -3.00        0.3844
 117  44   53.00   -3.00        0.4362
 118  44   55.00   -3.00        0.4670
 119  44   57.00   -3.00        0.5079
 120  44   59.00   -3.00        0.5810
 121  44   61.00   -3.00        0.6758
 122  44   63.00   -3.00        0.7812
 123  44   65.00   -3.00        0.8697
 124  44   67.00   -3.00        0.9187
 125  44   69.00   -3.00        0.9307
 126  44   71.00   -3.00        0.9176
 127  44   73.00   -3.00        0.9033
 128  44   75.00   -3.00        0.9081
 129  44   77.00   -3.00        0.9222
 130  44   79.00   -3.00        0.9355
 131  44   81.00   -3.00        0.9421
 132  44   83.00   -3.00        0.9388
 133  44   85.00   -3.00        0.9254
 134  44   87.00   -3.00        0.9068
 135  44   89.00   -3.00        0.8979
 136  44   91.00   -3.00        0.9050
 137  44   93.00   -3.00        0.9186
 138  44   95.00   -3.00        0.9338
 139  44   97.00   -3.00        0.9396
 140  44   99.00   -3.00        0.9665
 141  44  101.00   -3.00        1.1053
 142  44  103.00   -3.00        1.3004
 143  44  105.00   -3.00        1.2617
 144  44  107.00   -3.00        0.8375
 145  44  109.00   -3.00        0.8201
 146  44  111.00   -3.00        1.3338
 147  44  113.00   -3.00        0.9483
 148  44  115.00   -3.00        1.2018
 149  44  117.00   -3.00        1.0111
 150  44  119.00   -3.00        0.8848
 151  44  121.00   -3.00        1.3758
 152  44  123.00   -3.00        1.2234
 153  44  125.00   -3.00        0.6328
 154  44  127.00   -3.00        0.5933
 155  44  129.00   -3.00        0.9612
 156  44  131.00   -3.00        1.0272
 157  44  133.00   -3.00        1.0479
 158  44  135.00   -3.00        1.0791
 159  44  137.00   -3.00        1.1038
 160  44  139.00   -3.00        1.1195
 161  44  141.00   -3.00        1.1559
 162  44  143.00   -3.00        1.1905
 163  44  145.00   -3.00        0.6749
 164  44  147.00   -3.00        0.6895
 165  44  149.00   -3.00        0.7103
 166  44  151.00   -3.00        0.6760
 167  44  153.00   -3.00        0.6926
 168  44  155.00   -3.00        0.7261
 169  44  157.00   -3.00        0.7089
 170  44  159.00   -3.00        0.6918
 171  44  161.00   -3.00        0.6747
 172  44  163.00   -3.00        0.6526
 173  44  165.00   -3.00        0.6342
 174  44  167.00   -3.00        0.5896
 175  44  169.00   -3.00        0.5436
 176  44  171.00   -3.00        0.5187
 177  44  173.00   -3.00        0.5060
 178  44  175.00   -3.00        0.5427
 179  44  177.00   -3.00        0.6594
 180  44  179.00   -3.00        0.4554
   1  45 -179.00   -1.00        0.3576
   2  45 -177.00   -1.00        0.3405
   3  45 -175.00   -1.00        0.3209
   4  45 -173.00   -1.00        0.3005
   5  45 -171.00   -1.00        0.2781
   6  45 -169.00   -1.00        0.2533
   7  45 -167.00   -1.00        0.2282
   8  45 -165.00   -1.00        0.2070
   9  45 -163.00   -1.00        0.1941
  10  45 -161.00   -1.00        0.1799
  11  45 -159.00   -1.00        0.1644
  12  45 -157.00   -1.00        0.1524
  13  45 -155.00   -1.00        0.1443
  14  45 -153.00   -1.00        0.1358
  15  45 -151.00   -1.00        0.1215
  16  45 -149.00   -1.00        0.1022
  17  45 -147.00   -1.00        0.0870
  18  45 -145.00   -1.00        0.0790
  19  45 -143.00   -1.00        0.0840
  20  45 -141.00   -1.00        0.0966
  21  45 -139.00   -1.00        0.1120
  22  45 -137.00   -1.00        0.1240
  23  45 -135.00   -1.00        0.1324
  24  45 -133.00   -1.00        0.1403
  25  45 -131.00   -1.00        0.1508
  26  45 -129.00   -1.00        0.1641
  27  45 -127.00   -1.00        0.1731
  28  45 -125.00   -1.00        0.1724
  29  45 -123.00   -1.00        0.1683
  30  45 -121.00   -1.00        0.1722
  31  45 -119.00   -1.00        0.1880
  32  45 -117.00   -1.00        0.2219
  33  45 -115.00   -1.00        0.2714
  34  45 -113.00   -1.00        0.3249
  35  45 -111.00   -1.00        0.3691
  36  45 -109.00   -1.00        0.4003
  37  45 -107.00   -1.00        0.4390
  38  45 -105.00   -1.00        0.4807
  39  45 -103.00   -1.00        0.5177
  40  45 -101.00   -1.00        0.5373
  41  45  -99.00   -1.00        0.5312
  42  45  -97.00   -1.00        0.5121
  43  45  -95.00   -1.00        0.5042
  44  45  -93.00   -1.00        0.5262
  45  45  -91.00   -1.00        0.5818
  46  45  -89.00   -1.00        0.6540
  47  45  -87.00   -1.00        0.7423
  48  45  -85.00   -1.00        0.7687
  49  45  -83.00   -1.00        0.7363
  50  45  -81.00   -1.00        0.8190
  51  45  -79.00   -1.00        0.9521
  52  45  -77.00   -1.00        1.0116
  53  45  -75.00   -1.00        1.0566
  54  45  -73.00   -1.00        1.1098
  55  45  -71.00   -1.00        1.1699
  56  45  -69.00   -1.00        1.2057
  57  45  -67.00   -1.00        1.2343
  58  45  -65.00   -1.00        1.2149
  59  45  -63.00   -1.00        1.2271
  60  45  -61.00   -1.00        1.2873
  61  45  -59.00   -1.00        1.3453
  62  45  -57.00   -1.00        1.3560
  63  45  -55.00   -1.00        1.3157
  64  45  -53.00   -1.00        1.2270
  65  45  -51.00   -1.00        1.1219
  66  45  -49.00   -1.00        1.0359
  67  45  -47.00   -1.00        0.9609
  68  45  -45.00   -1.00        0.6673
  69  45  -43.00   -1.00        0.4211
  70  45  -41.00   -1.00        0.4669
  71  45  -39.00   -1.00        0.5294
  72  45  -37.00   -1.00        0.5896
  73  45  -35.00   -1.00        0.6535
  74  45  -33.00   -1.00        0.7135
  75  45  -31.00   -1.00        0.7721
  76  45  -29.00   -1.00        0.8305
  77  45  -27.00   -1.00        0.9080
  78  45  -25.00   -1.00        1.0081
  79  45  -23.00   -1.00        1.1223
  80  45  -21.00   -1.00        1.2438
  81  45  -19.00   -1.00        1.3664
  82  45  -17.00   -1.00        1.5053
  83  45  -15.00   -1.00        1.6376
  84  45  -13.00   -1.00        1.7588
  85  45  -11.00   -1.00        1.8546
  86  45   -9.00   -1.00        1.9038
  87  45   -7.00   -1.00        1.9064
  88  45   -5.00   -1.00        1.8822
  89  45   -3.00   -1.00        1.8553
  90  45   -1.00   -1.00        1.8423
  91  45    1.00   -1.00        1.8638
  92  45    3.00   -1.00        1.9059
  93  45    5.00   -1.00        1.9677
  94  45    7.00   -1.00        2.0582
  95  45    9.00   -1.00        2.0100
  96  45   11.00   -1.00        1.9053
  97  45   13.00   -1.00        1.8738
  98  45   15.00   -1.00        1.8425
  99  45   17.00   -1.00        1.8171
 100  45   19.00   -1.00        1.8093
 101  45   21.00   -1.00        1.7731
 102  45   23.00   -1.00        1.5694
 103  45   25.00   -1.00        1.2326
 104  45   27.00   -1.00        0.9756
 105  45   29.00   -1.00        0.8753
 106  45   31.00   -1.00        0.8805
 107  45   33.00   -1.00        0.9299
 108  45   35.00   -1.00        0.9726
 109  45   37.00   -1.00        1.0110
 110  45   39.00   -1.00        1.0659
 111  45   41.00   -1.00        1.1181
 112  45   43.00   -1.00        0.5275
 113  45   45.00   -1.00        0.1864
 114  45   47.00   -1.00        0.2345
 115  45   49.00   -1.00        0.2995
 116  45   51.00   -1.00        0.3739
 117  45   53.00   -1.00        0.4445
 118  45   55.00   -1.00        0.5166
 119  45   57.00   -1.00        0.5944
 120  45   59.00   -1.00        0.6856
 121  45   61.00   -1.00        0.7799
 122  45   63.00   -1.00        0.8698
 123  45   65.00   -1.00        0.9388
 124  45   67.00   -1.00        0.9746
 125  45   69.00   -1.00        0.9824
 126  45   71.00   -1.00        0.9701
 127  45   73.00   -1.00        0.9541
 128  45   75.00   -1.00        0.9469
 129  45   77.00   -1.00        0.9416
 130  45   79.00   -1.00        0.9342
 131  45   81.00   -1.00        0.9226
 132  45   83.00   -1.00        0.9041
 133  45   85.00   -1.00        0.8798
 134  45   87.00   -1.00        0.8573
 135  45   89.00   -1.00        0.8450
 136  45   91.00   -1.00        0.8490
 137  45   93.00   -1.00        0.8612
 138  45   95.00   -1.00        0.8745
 139  45   97.00   -1.00        0.8790
 140  45   99.00   -1.00        1.0599
 141  45  101.00   -1.00        1.2492
 142  45  103.00   -1.00        1.2713
 143  45  105.00   -1.00        1.2337
 144  45  107.00   -1.00        0.8194
 145  45  109.00   -1.00        0.8223
 146  45  111.00   -1.00        1.2961
 147  45  113.00   -1.00        1.3738
 148  45  115.00   -1.00        1.3810
 149  45  117.00   -1.00        0.9898
 150  45  119.00   -1.00        0.8704
 151  45  121.00   -1.00        1.3080
 152  45  123.00   -1.00        1.2402
 153  45  125.00   -1.00        1.1643
 154  45  127.00   -1.00        0.6853
 155  45  129.00   -1.00        0.7000
 156  45  131.00   -1.00        0.8443
 157  45  133.00   -1.00        0.9012
 158  45  135.00   -1.00        0.9159
 159  45  137.00   -1.00        0.8388
 160  45  139.00   -1.00        0.6884
 161  45  141.00   -1.00        0.6679
 162  45  143.00   -1.00        0.6702
 163  45  145.00   -1.00        0.6921
 164  45  147.00   -1.00        0.7145
 165  45  149.00   -1.00        0.7328
 166  45  151.00   -1.00        0.7436
 167  45  153.00   -1.00        0.7425
 168  45  155.00   -1.00        0.7291
 169  45  157.00   -1.00        0.7062
 170  45  159.00   -1.00        0.6779
 171  45  161.00   -1.00        0.6486
 172  45  163.00   -1.00        0.6153
 173  45  165.00   -1.00        0.5753
 174  45  167.00   -1.00        0.5073
 175  45  169.00   -1.00        0.4530
 176  45  171.00   -1.00        0.4285
 177  45  173.00   -1.00        0.4207
 178  45  175.00   -1.00        0.4111
 179  45  177.00   -1.00        0.3969
 180  45  179.00   -1.00        0.3782
   1  46 -179.00    1.00        0.3055
   2  46 -177.00    1.00        0.3019
   3  46 -175.00    1.00        0.2939
   4  46 -173.00    1.00        0.2768
   5  46 -171.00    1.00        0.2554
   6  46 -169.00    1.00        0.2331
   7  46 -167.00    1.00        0.2106
   8  46 -165.00    1.00        0.1908
   9  46 -163.00    1.00        0.1796
  10  46 -161.00    1.00        0.1608
  11  46 -159.00    1.00        0.1395
  12  46 -157.00    1.00        0.1243
  13  46 -155.00    1.00        0.1146
  14  46 -153.00    1.00        0.1028
  15  46 -151.00    1.00        0.0864
  16  46 -149.00    1.00        0.0681
  17  46 -147.00    1.00        0.0526
  18  46 -145.00    1.00        0.0470
  19  46 -143.00    1.00        0.0573
  20  46 -141.00    1.00        0.0757
  21  46 -139.00    1.00        0.0971
  22  46 -137.00    1.00        0.1144
  23  46 -135.00    1.00        0.1268
  24  46 -133.00    1.00        0.1351
  25  46 -131.00    1.00        0.1409
  26  46 -129.00    1.00        0.1466
  27  46 -127.00    1.00        0.1536
  28  46 -125.00    1.00        0.1603
  29  46 -123.00    1.00        0.1657
  30  46 -121.00    1.00        0.1784
  31  46 -119.00    1.00        0.2031
  32  46 -117.00    1.00        0.2497
  33  46 -115.00    1.00        0.3121
  34  46 -113.00    1.00        0.3719
  35  46 -111.00    1.00        0.4135
  36  46 -109.00    1.00        0.4400
  37  46 -107.00    1.00        0.4844
  38  46 -105.00    1.00        0.5345
  39  46 -103.00    1.00        0.5663
  40  46 -101.00    1.00        0.5710
  41  46  -99.00    1.00        0.5552
  42  46  -97.00    1.00        0.5424
  43  46  -95.00    1.00        0.5557
  44  46  -93.00    1.00        0.6006
  45  46  -91.00    1.00        0.6715
  46  46  -89.00    1.00        0.7551
  47  46  -87.00    1.00        0.7939
  48  46  -85.00    1.00        0.7851
  49  46  -83.00    1.00        0.7353
  50  46  -81.00    1.00        0.6723
  51  46  -79.00    1.00        0.7849
  52  46  -77.00    1.00        1.0436
  53  46  -75.00    1.00        1.0822
  54  46  -73.00    1.00        1.1156
  55  46  -71.00    1.00        1.1146
  56  46  -69.00    1.00        1.1198
  57  46  -67.00    1.00        1.1456
  58  46  -65.00    1.00        1.2254
  59  46  -63.00    1.00        1.3171
  60  46  -61.00    1.00        1.3771
  61  46  -59.00    1.00        1.3930
  62  46  -57.00    1.00        1.3822
  63  46  -55.00    1.00        1.3638
  64  46  -53.00    1.00        1.2994
  65  46  -51.00    1.00        1.2268
  66  46  -49.00    1.00        0.6110
  67  46  -47.00    1.00        0.3992
  68  46  -45.00    1.00        0.3940
  69  46  -43.00    1.00        0.4162
  70  46  -41.00    1.00        0.4730
  71  46  -39.00    1.00        0.5465
  72  46  -37.00    1.00        0.6187
  73  46  -35.00    1.00        0.6952
  74  46  -33.00    1.00        0.7585
  75  46  -31.00    1.00        0.8191
  76  46  -29.00    1.00        0.8777
  77  46  -27.00    1.00        0.9493
  78  46  -25.00    1.00        1.0410
  79  46  -23.00    1.00        1.1501
  80  46  -21.00    1.00        1.2690
  81  46  -19.00    1.00        1.3868
  82  46  -17.00    1.00        1.5182
  83  46  -15.00    1.00        1.6379
  84  46  -13.00    1.00        1.7389
  85  46  -11.00    1.00        1.7955
  86  46   -9.00    1.00        1.7956
  87  46   -7.00    1.00        1.7617
  88  46   -5.00    1.00        1.7237
  89  46   -3.00    1.00        1.6880
  90  46   -1.00    1.00        1.6506
  91  46    1.00    1.00        1.6164
  92  46    3.00    1.00        1.5945
  93  46    5.00    1.00        1.5824
  94  46    7.00    1.00        1.6908
  95  46    9.00    1.00        1.7605
  96  46   11.00    1.00        1.7587
  97  46   13.00    1.00        1.7432
  98  46   15.00    1.00        1.7159
  99  46   17.00    1.00        1.6833
 100  46   19.00    1.00        1.6563
 101  46   21.00    1.00        1.6230
 102  46   23.00    1.00        1.5000
 103  46   25.00    1.00        1.2574
 104  46   27.00    1.00        1.0258
 105  46   29.00    1.00        0.9132
 106  46   31.00    1.00        0.9266
 107  46   33.00    1.00        0.9888
 108  46   35.00    1.00        1.0367
 109  46   37.00    1.00        1.0722
 110  46   39.00    1.00        1.1227
 111  46   41.00    1.00        1.1875
 112  46   43.00    1.00        1.2523
 113  46   45.00    1.00        0.7611
 114  46   47.00    1.00        0.2593
 115  46   49.00    1.00        0.3026
 116  46   51.00    1.00        0.3589
 117  46   53.00    1.00        0.4280
 118  46   55.00    1.00        0.5185
 119  46   57.00    1.00        0.6167
 120  46   59.00    1.00        0.7207
 121  46   61.00    1.00        0.8175
 122  46   63.00    1.00        0.8975
 123  46   65.00    1.00        0.9519
 124  46   67.00    1.00        0.9791
 125  46   69.00    1.00        0.9864
 126  46   71.00    1.00        0.9711
 127  46   73.00    1.00        0.9439
 128  46   75.00    1.00        0.9249
 129  46   77.00    1.00        0.9084
 130  46   79.00    1.00        0.8908
 131  46   81.00    1.00        0.8700
 132  46   83.00    1.00        0.8448
 133  46   85.00    1.00        0.8165
 134  46   87.00    1.00        0.7899
 135  46   89.00    1.00        0.7670
 136  46   91.00    1.00        0.7577
 137  46   93.00    1.00        0.7642
 138  46   95.00    1.00        0.7730
 139  46   97.00    1.00        1.0436
 140  46   99.00    1.00        1.2165
 141  46  101.00    1.00        1.0327
 142  46  103.00    1.00        0.8446
 143  46  105.00    1.00        1.1953
 144  46  107.00    1.00        0.7431
 145  46  109.00    1.00        1.2945
 146  46  111.00    1.00        1.2972
 147  46  113.00    1.00        1.2958
 148  46  115.00    1.00        1.3002
 149  46  117.00    1.00        1.2957
 150  46  119.00    1.00        1.2765
 151  46  121.00    1.00        1.2435
 152  46  123.00    1.00        1.1958
 153  46  125.00    1.00        1.1462
 154  46  127.00    1.00        1.0455
 155  46  129.00    1.00        0.7807
 156  46  131.00    1.00        0.7413
 157  46  133.00    1.00        0.7467
 158  46  135.00    1.00        0.7496
 159  46  137.00    1.00        0.7416
 160  46  139.00    1.00        0.7256
 161  46  141.00    1.00        0.7150
 162  46  143.00    1.00        0.7192
 163  46  145.00    1.00        0.7353
 164  46  147.00    1.00        0.7493
 165  46  149.00    1.00        0.7629
 166  46  151.00    1.00        0.7741
 167  46  153.00    1.00        0.7777
 168  46  155.00    1.00        0.7683
 169  46  157.00    1.00        0.7451
 170  46  159.00    1.00        0.7126
 171  46  161.00    1.00        0.6741
 172  46  163.00    1.00        0.6293
 173  46  165.00    1.00        0.5653
 174  46  167.00    1.00        0.4825
 175  46  169.00    1.00        0.4279
 176  46  171.00    1.00        0.4423
 177  46  173.00    1.00        0.4364
 178  46  175.00    1.00        0.3660
 179  46  177.00    1.00        0.3434
 180  46  179.00    1.00        0.3217
   1  47 -179.00    3.00        0.3035
   2  47 -177.00    3.00        0.2910
   3  47 -175.00    3.00        0.2772
   4  47 -173.00    3.00        0.2589
   5  47 -171.00    3.00        0.2366
   6  47 -169.00    3.00        0.2129
   7  47 -167.00    3.00        0.1897
   8  47 -165.00    3.00        0.1691
   9  47 -163.00    3.00        0.1564
  10  47 -161.00    3.00        0.1364
  11  47 -159.00    3.00        0.1188
  12  47 -157.00    3.00        0.1095
  13  47 -155.00    3.00        0.1055
  14  47 -153.00    3.00        0.0950
  15  47 -151.00    3.00        0.0754
  16  47 -149.00    3.00        0.0533
  17  47 -147.00    3.00        0.0365
  18  47 -145.00    3.00        0.0308
  19  47 -143.00    3.00        0.0422
  20  47 -141.00    3.00        0.0642
  21  47 -139.00    3.00        0.0854
  22  47 -137.00    3.00        0.1009
  23  47 -135.00    3.00        0.1109
  24  47 -133.00    3.00        0.1141
  25  47 -131.00    3.00        0.1109
  26  47 -129.00    3.00        0.1071
